Datetime,Buyexchange,Sellexchange,Currency,Result
Dec 04 2019 05:29:10 PM,oceanex,bittrex,CRO/BTC,success
Dec 04 2019 05:32:18 PM,digifinex,bitforex,IST/BTC,success
Dec 04 2019 05:32:35 PM,kucoin,bitmart,BTT/BTC,success
Dec 04 2019 05:49:03 PM,oceanex,bittrex,CRO/BTC,success
Dec 04 2019 05:51:41 PM,coinex,bitmart,BTT/BTC,success
Dec 04 2019 05:52:27 PM,okex3,kucoin,MKR/BTC,null
Dec 04 2019 05:59:42 PM,lbank,livecoin,TNS/BTC,fail
Dec 04 2019 06:01:56 PM,kucoin,bitmart,BTT/BTC,success
Dec 04 2019 06:08:43 PM,kucoin,bibox,ALGO/BTC,fail
Dec 04 2019 06:10:33 PM,kucoin,bitmart,BTT/BTC,success
Dec 04 2019 06:17:56 PM,coinex,bitmart,BTT/BTC,success
Dec 04 2019 06:23:53 PM,oceanex,bittrex,CRO/BTC,success
Dec 04 2019 06:32:38 PM,kucoin,bitmart,BTT/BTC,success
Dec 04 2019 06:37:58 PM,kucoin,bitmart,BTT/BTC,success
Dec 04 2019 06:54:55 PM,kucoin,livecoin,ENJ/BTC,fail
Dec 04 2019 06:55:17 PM,kucoin,bibox,ALGO/BTC,fail
Dec 04 2019 07:11:34 PM,bitmart,coinex,HYDRO/BTC,success
Dec 04 2019 07:11:58 PM,bitforex,digifinex,UND/BTC,success
Dec 04 2019 07:12:10 PM,kucoin,livecoin,ENJ/BTC,success
Dec 04 2019 07:13:29 PM,kucoin,bitmart,BTT/BTC,success
Dec 04 2019 07:21:22 PM,coinex,bitmart,BTT/BTC,success
Dec 04 2019 07:30:50 PM,tidex,hitbtc2,SUB/BTC,success
Dec 04 2019 07:35:14 PM,kucoin,bitmart,BTT/BTC,fail
Dec 04 2019 08:07:52 PM,huobipro,bitmart,BTT/BTC,success
Dec 04 2019 08:11:05 PM,huobipro,bitz,FTI/BTC,success
Dec 04 2019 08:14:45 PM,oceanex,bittrex,CRO/BTC,success
Dec 04 2019 08:18:34 PM,kucoin,bitmart,CV/BTC,fail
Dec 04 2019 08:18:46 PM,huobipro,bitmart,BTT/BTC,success
Dec 04 2019 08:30:01 PM,huobipro,bitz,FTI/BTC,success
Dec 04 2019 08:31:23 PM,coinex,bitmart,BTT/BTC,success
Dec 04 2019 08:31:33 PM,bittrex,coinex,HYDRO/BTC,success
Dec 04 2019 08:43:43 PM,huobipro,bitmart,BTT/BTC,fail
Dec 04 2019 08:44:34 PM,huobipro,bitz,FTI/BTC,fail
Dec 04 2019 08:45:08 PM,bittrex,coinex,HYDRO/BTC,null
Dec 04 2019 08:49:52 PM,huobipro,bitmart,BTT/BTC,success
Dec 04 2019 08:52:37 PM,digifinex,bitforex,ELAC/BTC,success
Dec 04 2019 08:56:30 PM,coinex,bitmart,BTT/BTC,success
Dec 04 2019 08:57:18 PM,kucoin,hitbtc2,AGI/BTC,fail
Dec 04 2019 09:23:41 PM,oceanex,bigone,CRO/BTC,success
Dec 04 2019 09:25:21 PM,huobipro,bitmart,BTT/BTC,success
Dec 04 2019 09:34:24 PM,kraken,livecoin,MLN/BTC,success
Dec 04 2019 09:41:59 PM,bitz,bitforex,KBC/BTC,fail
Dec 04 2019 09:45:46 PM,huobipro,bitmart,BTT/BTC,success
Dec 04 2019 09:55:19 PM,poloniex,coinegg,XPM/BTC,fail
Dec 04 2019 09:57:34 PM,bittrex,coinex,HYDRO/BTC,success
Dec 04 2019 10:02:36 PM,poloniex,coinegg,XPM/BTC,success
Dec 04 2019 10:20:30 PM,oceanex,huobipro,CRO/BTC,fail
Dec 06 2019 12:36:25 AM,crex24,btcalpha,NSD/BTC,success
Dec 06 2019 12:49:00 AM,bitz,exmo,INK/BTC,success
Dec 06 2019 12:50:01 AM,crex24,btcalpha,NSD/BTC,null
Dec 06 2019 01:02:55 AM,digifinex,kucoin,NRG/BTC,fail
Dec 06 2019 01:20:08 AM,digifinex,livecoin,MGO/BTC,success
Dec 06 2019 01:26:41 AM,digifinex,bitforex,KBC/BTC,success
Dec 06 2019 01:34:51 AM,digifinex,bitforex,KBC/BTC,success
Dec 06 2019 02:32:40 AM,bitz,exmo,INK/BTC,success
Dec 06 2019 03:23:14 AM,crex24,hitbtc2,BTX/BTC,fail
Dec 06 2019 03:23:20 AM,btcalpha,bitz,EDC/BTC,success
Dec 06 2019 03:24:06 AM,btcalpha,livecoin,TLC/BTC,null
Dec 06 2019 03:24:13 AM,bibox,bitz,KBC/BTC,success
Dec 06 2019 03:35:08 AM,bitmax,coss,LINK/BTC,null
Dec 06 2019 03:49:41 AM,crex24,hitbtc2,BTX/BTC,success
Dec 06 2019 03:56:35 AM,kucoin,digifinex,NRG/BTC,success
Dec 06 2019 03:59:44 AM,hitbtc2,bitmart,SLV/BTC,fail
Dec 06 2019 04:16:51 AM,coinegg,livecoin,AOA/BTC,fail
Dec 06 2019 04:28:23 AM,kucoin,digifinex,NRG/BTC,fail
Dec 06 2019 04:39:46 AM,bigone,kucoin,WIN/BTC,fail
Dec 06 2019 04:49:52 AM,crex24,hitbtc2,BTX/BTC,success
Dec 06 2019 04:51:33 AM,bitz,crex24,ILC/BTC,null
Dec 06 2019 05:04:08 AM,bitforex,kucoin,ROOBEE/BTC,success
Dec 06 2019 05:42:09 AM,digifinex,hitbtc2,RVN/BTC,fail
Dec 06 2019 06:04:30 AM,bitmart,livecoin,TNS/BTC,fail
Dec 06 2019 10:02:14 AM,poloniex,btcalpha,ZEC/BTC,success
Dec 06 2019 10:08:45 AM,btcalpha,bitz,EDC/BTC,success
Dec 06 2019 10:08:56 AM,huobipro,livecoin,PAI/BTC,fail
Dec 06 2019 10:16:54 AM,kraken,btcalpha,ZEC/BTC,success
Dec 06 2019 10:31:57 AM,btcalpha,bitz,EDC/BTC,fail
Dec 06 2019 10:39:08 AM,digifinex,kucoin,NRG/BTC,fail
Dec 06 2019 11:03:30 AM,bitmax,huobipro,WAN/BTC,success
Dec 06 2019 11:10:35 AM,digifinex,bittrex,FLETA/BTC,success
Dec 06 2019 11:12:04 AM,kucoin,bitmax,CHR/BTC,fail
Dec 06 2019 11:13:08 AM,kucoin,bitmax,CHR/BTC,fail
Dec 06 2019 11:46:30 AM,kucoin,bitmax,BOLT/BTC,fail
Dec 06 2019 11:49:45 AM,poloniex,hitbtc2,NXT/BTC,success
Dec 06 2019 12:03:07 PM,bitmax,huobipro,WAN/BTC,success
Dec 06 2019 02:47:44 PM,livecoin,crex24,WTP/BTC,success
Dec 06 2019 02:52:43 PM,digifinex,bitforex,UND/BTC,success
Dec 06 2019 02:54:05 PM,bitmax,kucoin,WAN/BTC,fail
Dec 06 2019 02:59:07 PM,okex3,livecoin,ELF/BTC,fail
Dec 06 2019 03:26:00 PM,exmo,hitbtc2,SMART/BTC,fail
Dec 06 2019 03:26:08 PM,crex24,bitmart,BTT/BTC,success
Dec 06 2019 03:34:55 PM,exmo,hitbtc2,SMART/BTC,fail
Dec 06 2019 03:45:51 PM,digifinex,bitforex,UND/BTC,fail
Dec 06 2019 03:48:39 PM,crex24,bitmart,BTT/BTC,success
Dec 06 2019 03:59:05 PM,crex24,bitmart,BTT/BTC,success
Dec 06 2019 03:59:41 PM,digifinex,bitforex,UND/BTC,success
Dec 06 2019 04:00:12 PM,okex3,bitmart,MKR/BTC,null
Dec 06 2019 05:35:42 PM,bitz,exmo,INK/BTC,success
Dec 06 2019 07:47:17 PM,crex24,livecoin,DMD/BTC,success
Dec 06 2019 07:47:30 PM,digifinex,bitforex,UND/BTC,fail
Dec 06 2019 07:48:31 PM,digifinex,kucoin,NRG/BTC,fail
Dec 06 2019 08:07:45 PM,bitforex,bitmax,MATIC/BTC,null
Dec 06 2019 08:09:39 PM,huobipro,poloniex,KNC/BTC,fail
Dec 07 2019 03:35:02 PM,kucoin,bitmax,AERGO/BTC,success
Dec 07 2019 03:35:14 PM,huobipro,okex3,LET/BTC,fail
Dec 07 2019 03:35:31 PM,kraken,livecoin,MLN/BTC,fail
Dec 07 2019 03:36:30 PM,bitmax,hitbtc2,MITX/BTC,fail
Dec 07 2019 03:36:52 PM,bittrex,livecoin,CURE/BTC,fail
Dec 07 2019 03:37:08 PM,bitforex,kucoin,BOS/BTC,success
Dec 09 2019 04:49:53 PM,huobipro,hitbtc2,UTK/BTC,success
Dec 09 2019 04:50:01 PM,bitforex,bibox,KBC/BTC,success
Dec 09 2019 04:50:35 PM,kraken,hitbtc2,PAXG/BTC,success
Dec 09 2019 06:09:53 PM,bitmax,huobipro,COVA/BTC,fail
Dec 09 2019 08:25:51 PM,crex24,btcalpha,NSD/BTC,success
Dec 09 2019 08:26:12 PM,okex3,oceanex,IOST/BTC,success
Dec 09 2019 09:49:56 PM,poloniex,crex24,BAT/BTC,fail
Dec 09 2019 09:50:49 PM,kucoin,livecoin,AMB/BTC,fail
Dec 09 2019 09:51:16 PM,bigone,digifinex,GXC/BTC,success
Dec 09 2019 09:52:16 PM,bitmax,digifinex,RVN/BTC,fail
Dec 09 2019 09:52:46 PM,bibox,bittrex,HDAC/BTC,fail
Dec 10 2019 03:08:53 AM,bitz,bitmart,PPS/BTC,success
Dec 10 2019 03:09:02 AM,kucoin,bitmax,WAN/BTC,success
Dec 10 2019 03:09:43 AM,bitforex,bibox,KBC/BTC,fail
Dec 10 2019 03:17:33 AM,kucoin,hitbtc2,NEBL/BTC,fail
Dec 10 2019 03:30:11 AM,btcalpha,bitz,EDC/BTC,success
Dec 10 2019 03:42:42 AM,digifinex,bitz,MKEY/BTC,success
Dec 10 2019 03:42:55 AM,huobipro,digifinex,GXC/BTC,success
Dec 10 2019 03:43:15 AM,btcalpha,bitz,EDC/BTC,fail
Dec 10 2019 05:04:46 AM,kucoin,hitbtc2,DENT/BTC,success
Dec 10 2019 05:04:56 AM,bitmart,hitbtc2,FDZ/BTC,fail
Dec 10 2019 05:05:38 AM,kucoin,digifinex,NRG/BTC,success
Dec 10 2019 05:07:07 AM,digifinex,bitz,MKEY/BTC,success
Dec 10 2019 05:10:59 AM,bitz,digifinex,GXC/BTC,null
Dec 10 2019 05:11:41 AM,btcalpha,livecoin,PZM/BTC,fail
Dec 10 2019 05:13:55 AM,okex3,hitbtc2,PMA/BTC,fail
Dec 10 2019 05:16:22 AM,bitmax,kucoin,FTM/BTC,fail
Dec 10 2019 05:28:51 AM,huobipro,poloniex,KNC/BTC,fail
Dec 10 2019 05:54:55 AM,bitmart,hitbtc2,BTT/BTC,success
Dec 10 2019 06:52:17 AM,crex24,kucoin,ONION/BTC,success
Dec 10 2019 07:34:08 AM,coinegg,exmo,INK/BTC,fail
Dec 10 2019 09:24:15 AM,exmo,livecoin,ROOBEE/BTC,fail
Dec 10 2019 10:40:17 AM,crex24,hitbtc2,XVG/BTC,fail
Dec 10 2019 10:41:47 AM,bitmax,kucoin,BOLT/BTC,success
Dec 10 2019 10:52:54 AM,okex3,livecoin,ELF/BTC,success
Dec 10 2019 10:57:23 AM,kucoin,hitbtc2,UTK/BTC,fail
Dec 10 2019 03:18:03 PM,huobipro,tidex,SRN/BTC,success
Dec 10 2019 03:18:12 PM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 10 2019 03:28:44 PM,livecoin,btcalpha,PZM/BTC,null
Dec 10 2019 03:36:35 PM,huobipro,bitbay,SRN/BTC,success
Dec 10 2019 05:57:28 PM,bitforex,kucoin,BOS/BTC,success
Dec 10 2019 06:38:50 PM,bitz,btcalpha,EDC/BTC,null
Dec 10 2019 06:52:27 PM,poloniex,hitbtc2,POLY/BTC,success
Dec 10 2019 07:05:30 PM,huobipro,bitbay,SRN/BTC,success
Dec 10 2019 07:44:44 PM,bitmart,kucoin,CV/BTC,success
Dec 10 2019 07:52:56 PM,okex3,hitbtc2,PMA/BTC,fail
Dec 10 2019 10:03:01 PM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 10 2019 10:19:38 PM,hitbtc2,livecoin,EMC/BTC,success
Dec 10 2019 10:21:03 PM,okex3,hitbtc2,PMA/BTC,success
Dec 10 2019 10:43:29 PM,bittrex,hitbtc2,EXP/BTC,fail
Dec 10 2019 11:21:25 PM,coinex,kucoin,DGB/BTC,fail
Dec 10 2019 11:33:55 PM,btcalpha,bitbay,KZC/BTC,success
Dec 11 2019 12:15:49 AM,crex24,livecoin,WTP/BTC,null
Dec 11 2019 12:48:52 AM,bitmax,bittrex,STPT/BTC,fail
Dec 11 2019 12:49:17 AM,kucoin,bitmax,BOLT/BTC,success
Dec 11 2019 02:06:30 AM,bitforex,bibox,KBC/BTC,success
Dec 11 2019 03:29:01 AM,hitbtc2,okex3,RFR/BTC,success
Dec 11 2019 03:38:07 AM,btcalpha,okex3,ACT/BTC,fail
Dec 11 2019 04:10:42 AM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 11 2019 04:27:27 AM,bibox,bittrex,TTC/BTC,success
Dec 11 2019 04:48:23 AM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 11 2019 05:03:41 AM,okex3,huobipro,GNX/BTC,fail
Dec 11 2019 05:13:45 AM,hitbtc2,livecoin,FXT/BTC,fail
Dec 11 2019 06:03:51 AM,digifinex,bitforex,MESG/BTC,success
Dec 11 2019 06:05:48 AM,digifinex,bitforex,ABBC/BTC,success
Dec 11 2019 06:13:18 AM,digifinex,bitforex,MESG/BTC,success
Dec 11 2019 06:33:55 AM,digifinex,bitforex,MESG/BTC,success
Dec 11 2019 06:43:04 AM,kucoin,digifinex,NRG/BTC,success
Dec 11 2019 06:43:28 AM,kucoin,bitmax,MHC/BTC,success
Dec 11 2019 06:59:23 AM,huobipro,kucoin,RBTC/BTC,fail
Dec 11 2019 07:25:46 AM,bitforex,digifinex,KBC/BTC,success
Dec 11 2019 08:16:08 AM,crex24,kucoin,ONION/BTC,fail
Dec 11 2019 08:19:34 AM,okex3,hitbtc2,PMA/BTC,success
Dec 11 2019 08:29:28 AM,btcalpha,tidex,REM/BTC,fail
Dec 11 2019 08:38:23 AM,okex3,livecoin,ABT/BTC,fail
Dec 11 2019 11:09:45 AM,bitforex,digifinex,UND/BTC,fail
Dec 11 2019 12:04:37 PM,okex3,hitbtc2,PMA/BTC,fail
Dec 11 2019 12:31:29 PM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 11 2019 12:46:12 PM,bibox,gateio,JNT/BTC,null
Dec 11 2019 12:53:13 PM,okex3,hitbtc2,PMA/BTC,success
Dec 11 2019 12:55:19 PM,bibox,hitbtc2,ORMEUS/BTC,null
Dec 11 2019 01:22:36 PM,bitforex,digifinex,ELAC/BTC,fail
Dec 11 2019 02:49:29 PM,crex24,livecoin,BSD/BTC,success
Dec 11 2019 04:15:22 PM,bittrex,hitbtc2,EXP/BTC,fail
Dec 11 2019 09:16:45 PM,huobipro,kucoin,RBTC/BTC,null
Dec 11 2019 09:17:42 PM,huobipro,oceanex,IOST/BTC,success
Dec 11 2019 09:23:13 PM,bibox,bittrex,HDAC/BTC,success
Dec 11 2019 09:24:22 PM,kucoin,bitmart,CV/BTC,success
Dec 11 2019 09:25:18 PM,bibox,digifinex,KBC/BTC,null
Dec 11 2019 10:06:38 PM,bitforex,kucoin,BOS/BTC,success
Dec 11 2019 10:06:44 PM,bibox,digifinex,KBC/BTC,success
Dec 11 2019 10:08:05 PM,lbank,bitmart,ABBC/BTC,fail
Dec 11 2019 10:23:49 PM,kucoin,tidex,AGI/BTC,success
Dec 11 2019 10:24:52 PM,bibox,digifinex,KBC/BTC,null
Dec 11 2019 10:35:26 PM,bitforex,kucoin,BOS/BTC,fail
Dec 11 2019 10:35:41 PM,coinex,bittrex,HYDRO/BTC,success
Dec 11 2019 10:43:12 PM,huobipro,kucoin,RBTC/BTC,success
Dec 11 2019 10:52:57 PM,bibox,bittrex,TTC/BTC,success
Dec 11 2019 10:58:12 PM,coinex,bittrex,HYDRO/BTC,success
Dec 11 2019 11:53:57 PM,huobipro,kucoin,RBTC/BTC,fail
Dec 12 2019 12:38:17 AM,kucoin,digifinex,NRG/BTC,success
Dec 12 2019 12:56:41 AM,huobipro,kucoin,RBTC/BTC,success
Dec 12 2019 01:07:35 AM,kucoin,digifinex,NRG/BTC,success
Dec 12 2019 01:29:52 AM,tidex,btcalpha,VEST/BTC,success
Dec 12 2019 01:48:57 AM,kucoin,digifinex,NRG/BTC,fail
Dec 12 2019 01:53:54 AM,kucoin,hitbtc2,NEBL/BTC,fail
Dec 12 2019 02:46:03 AM,tidex,btcalpha,VEST/BTC,fail
Dec 12 2019 02:51:51 AM,tidex,btcalpha,VEST/BTC,fail
Dec 12 2019 02:52:22 AM,huobipro,kucoin,RBTC/BTC,success
Dec 12 2019 03:33:26 AM,digifinex,bitforex,UND/BTC,success
Dec 12 2019 03:41:37 AM,coinex,kucoin,OLT/BTC,fail
Dec 12 2019 02:06:05 PM,huobipro,bitbay,SRN/BTC,success
Dec 12 2019 02:06:17 PM,digifinex,hitbtc2,BST/BTC,null
Dec 12 2019 02:06:26 PM,kucoin,bitforex,XTZ/BTC,success
Dec 12 2019 02:06:36 PM,poloniex,btcalpha,BTS/BTC,success
Dec 13 2019 04:34:16 PM,tidex,bittrex,EDG/BTC,success
Dec 13 2019 04:34:45 PM,poloniex,crex24,BCN/BTC,fail
Dec 13 2019 04:37:09 PM,digifinex,btcalpha,EDC/BTC,null
Dec 13 2019 04:37:17 PM,bittrex,digifinex,UTK/BTC,success
Dec 13 2019 04:44:42 PM,crex24,tidex,ARN/BTC,success
Dec 13 2019 04:49:33 PM,digifinex,bittrex,BLOCK/BTC,fail
Dec 13 2019 05:43:43 PM,okex3,livecoin,OMG/BTC,fail
Dec 13 2019 06:08:51 PM,huobipro,digifinex,UTK/BTC,success
Dec 13 2019 06:09:16 PM,huobipro,poloniex,POLY/BTC,success
Dec 13 2019 06:20:47 PM,okex3,bittrex,CTXC/BTC,null
Dec 13 2019 06:33:19 PM,bitmart,hitbtc2,BTT/BTC,success
Dec 13 2019 06:42:28 PM,btcalpha,huobipro,ZEC/BTC,fail
Dec 13 2019 06:54:56 PM,huobipro,poloniex,POLY/BTC,success
Dec 13 2019 06:56:32 PM,livecoin,kucoin,AOA/BTC,success
Dec 13 2019 07:02:14 PM,oceanex,okex3,IOST/BTC,success
Dec 13 2019 07:02:55 PM,bittrex,digifinex,UTK/BTC,success
Dec 13 2019 07:16:06 PM,crex24,okex3,BTT/BTC,success
Dec 13 2019 07:25:02 PM,crex24,bitmart,BTT/BTC,fail
Dec 13 2019 07:28:34 PM,crex24,huobipro,BTT/BTC,success
Dec 13 2019 07:31:28 PM,crex24,huobipro,BTT/BTC,success
Dec 13 2019 07:44:40 PM,crex24,digifinex,BTT/BTC,success
Dec 13 2019 07:53:45 PM,crex24,digifinex,BTT/BTC,success
Dec 13 2019 08:17:21 PM,huobipro,poloniex,POLY/BTC,fail
Dec 13 2019 08:23:29 PM,crex24,bigone,BTT/BTC,success
Dec 13 2019 08:24:46 PM,digifinex,bittrex,BLOCK/BTC,success
Dec 13 2019 08:35:47 PM,crex24,digifinex,BTT/BTC,success
Dec 13 2019 08:46:26 PM,bitbay,hitbtc2,TRX/BTC,success
Dec 13 2019 09:01:09 PM,coinegg,kucoin,AOA/BTC,null
Dec 13 2019 09:02:59 PM,coinegg,exmo,INK/BTC,fail
Dec 13 2019 09:05:56 PM,bittrex,bitbay,GAME/BTC,success
Dec 13 2019 09:17:54 PM,bittrex,kraken,OMG/BTC,fail
Dec 13 2019 09:31:21 PM,huobipro,poloniex,POLY/BTC,success
Dec 13 2019 09:35:10 PM,bittrex,bitmax,CHR/BTC,fail
Dec 13 2019 09:35:28 PM,bitforex,digifinex,UND/BTC,fail
Dec 13 2019 09:44:50 PM,coinegg,kucoin,AOA/BTC,fail
Dec 13 2019 10:01:31 PM,bitmart,huobipro,BTT/BTC,fail
Dec 13 2019 10:24:57 PM,huobipro,poloniex,POLY/BTC,success
Dec 13 2019 10:28:27 PM,oceanex,coinex,IOST/BTC,success
Dec 13 2019 10:33:27 PM,huobipro,poloniex,POLY/BTC,success
Dec 13 2019 10:43:04 PM,poloniex,crex24,BCN/BTC,fail
Dec 13 2019 11:09:05 PM,huobipro,poloniex,POLY/BTC,fail
Dec 13 2019 11:16:59 PM,livecoin,kraken,MLN/BTC,success
Dec 13 2019 11:17:51 PM,huobipro,poloniex,POLY/BTC,success
Dec 13 2019 11:23:54 PM,huobipro,poloniex,POLY/BTC,fail
Dec 13 2019 11:57:16 PM,okex3,kucoin,WXT/BTC,fail
Dec 13 2019 11:58:03 PM,bittrex,kucoin,SPND/BTC,fail
Dec 13 2019 11:59:01 PM,bitforex,digifinex,UND/BTC,success
Dec 14 2019 12:17:16 AM,okex3,bigone,HMC/BTC,fail
Dec 14 2019 12:22:46 AM,okex3,bigone,HMC/BTC,success
Dec 14 2019 01:00:39 AM,digifinex,bittrex,BLOCK/BTC,success
Dec 14 2019 01:08:05 AM,digifinex,bittrex,BLOCK/BTC,success
Dec 14 2019 01:12:48 AM,bittrex,bibox,TTC/BTC,fail
Dec 14 2019 01:46:52 AM,bitforex,digifinex,UND/BTC,success
Dec 14 2019 01:51:41 AM,digifinex,livecoin,MGO/BTC,fail
Dec 14 2019 01:56:16 AM,bittrex,bibox,HDAC/BTC,null
Dec 14 2019 02:06:21 AM,bitforex,digifinex,UND/BTC,success
Dec 14 2019 02:49:12 AM,bitforex,digifinex,UND/BTC,success
Dec 14 2019 05:13:13 AM,huobipro,hitbtc2,SALT/BTC,success
Dec 14 2019 05:16:12 AM,kucoin,hitbtc2,DENT/BTC,success
Dec 14 2019 05:17:37 AM,tidex,bittrex,EDG/BTC,fail
Dec 14 2019 05:37:58 AM,kucoin,bibox,ALGO/BTC,success
Dec 14 2019 06:02:22 AM,bitforex,digifinex,ELAC/BTC,fail
Dec 14 2019 06:02:29 AM,poloniex,crex24,BCN/BTC,success
Dec 14 2019 06:24:34 AM,kucoin,bibox,ALGO/BTC,success
Dec 14 2019 06:42:19 AM,kucoin,hitbtc2,DENT/BTC,success
Dec 14 2019 06:52:42 AM,bitforex,digifinex,UND/BTC,success
Dec 14 2019 07:05:05 AM,huobipro,hitbtc2,SALT/BTC,fail
Dec 14 2019 07:22:39 AM,huobipro,hitbtc2,SALT/BTC,fail
Dec 14 2019 08:05:52 AM,bittrex,digifinex,RVN/BTC,fail
Dec 14 2019 08:23:22 AM,kucoin,bitmax,MHC/BTC,success
Dec 14 2019 08:34:43 AM,hitbtc2,livecoin,EMC/BTC,success
Dec 14 2019 08:39:51 AM,okex3,huobipro,KCASH/BTC,fail
Dec 14 2019 08:43:02 AM,kucoin,bitmax,MHC/BTC,fail
Dec 14 2019 08:52:00 AM,crex24,bigone,BTT/BTC,success
Dec 14 2019 09:41:38 AM,bitforex,digifinex,UND/BTC,success
Dec 14 2019 10:22:59 AM,digifinex,livecoin,MGO/BTC,success
Dec 14 2019 10:41:02 AM,bitforex,digifinex,UND/BTC,success
Dec 14 2019 10:42:59 AM,kucoin,bitz,TKY/BTC,fail
Dec 14 2019 10:55:58 AM,digifinex,bitforex,MESG/BTC,success
Dec 14 2019 10:59:41 AM,oceanex,bigone,VTHO/BTC,fail
Dec 14 2019 11:12:48 AM,kucoin,tidex,AGI/BTC,success
Dec 14 2019 11:26:48 AM,digifinex,bitforex,MESG/BTC,success
Dec 14 2019 11:30:37 AM,poloniex,hitbtc2,BCN/BTC,fail
Dec 14 2019 12:08:46 PM,bitmax,kucoin,CHR/BTC,fail
Dec 14 2019 12:26:55 PM,bitmax,kucoin,CHR/BTC,fail
Dec 14 2019 12:31:32 PM,kucoin,hitbtc2,DENT/BTC,fail
Dec 14 2019 01:36:34 PM,coinex,hitbtc2,WINGS/BTC,fail
Dec 14 2019 02:29:34 PM,huobipro,hitbtc2,SALT/BTC,success
Dec 14 2019 03:21:55 PM,bittrex,livecoin,QNT/BTC,success
Dec 14 2019 03:42:04 PM,huobipro,hitbtc2,SALT/BTC,success
Dec 14 2019 04:07:49 PM,bitmart,hitbtc2,WAVES/BTC,fail
Dec 14 2019 04:09:18 PM,bitmax,huobipro,COVA/BTC,fail
Dec 14 2019 04:26:59 PM,livecoin,crex24,ALLBI/BTC,success
Dec 14 2019 04:37:52 PM,bittrex,kucoin,SPND/BTC,success
Dec 14 2019 04:47:27 PM,bittrex,kucoin,SPND/BTC,fail
Dec 14 2019 04:57:54 PM,digifinex,bitforex,UND/BTC,success
Dec 14 2019 05:07:29 PM,kucoin,hitbtc2,UTK/BTC,success
Dec 14 2019 05:15:46 PM,kucoin,digifinex,UTK/BTC,success
Dec 14 2019 05:59:37 PM,oceanex,huobipro,XMX/BTC,null
Dec 14 2019 06:19:05 PM,oceanex,huobipro,XMX/BTC,success
Dec 14 2019 07:04:45 PM,oceanex,huobipro,XMX/BTC,null
Dec 14 2019 07:23:33 PM,digifinex,kucoin,NRG/BTC,success
Dec 14 2019 07:23:59 PM,kucoin,hitbtc2,DENT/BTC,fail
Dec 14 2019 07:46:21 PM,huobipro,kucoin,OCN/BTC,fail
Dec 14 2019 08:10:29 PM,digifinex,bitforex,UND/BTC,success
Dec 14 2019 08:12:47 PM,okex3,digifinex,ZRX/BTC,fail
Dec 14 2019 08:15:17 PM,bittrex,bitbay,LINK/BTC,success
Dec 14 2019 08:17:48 PM,poloniex,crex24,BCN/BTC,success
Dec 14 2019 08:20:34 PM,huobipro,hitbtc2,SALT/BTC,success
Dec 14 2019 08:23:56 PM,bittrex,livecoin,VRC/BTC,fail
Dec 14 2019 08:27:02 PM,digifinex,bitforex,UND/BTC,success
Dec 14 2019 08:52:45 PM,kucoin,hitbtc2,VET/BTC,success
Dec 14 2019 09:03:05 PM,huobipro,hitbtc2,UUU/BTC,success
Dec 14 2019 09:11:44 PM,digifinex,bitforex,UND/BTC,success
Dec 14 2019 09:27:56 PM,digifinex,bitforex,UND/BTC,success
Dec 14 2019 09:52:48 PM,digifinex,bitforex,UND/BTC,success
Dec 14 2019 09:54:38 PM,kucoin,okex3,SPND/BTC,fail
Dec 14 2019 10:12:40 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 02:05:04 AM,crex24,kucoin,ONION/BTC,fail
Dec 15 2019 03:45:06 AM,bitforex,lbank,KBC/BTC,success
Dec 15 2019 03:54:32 AM,bittrex,bitbay,GAME/BTC,success
Dec 15 2019 04:24:33 AM,poloniex,hitbtc2,NMR/BTC,success
Dec 15 2019 04:34:19 AM,crex24,bittrex,MONA/BTC,success
Dec 15 2019 05:36:58 AM,huobipro,coinex,VSYS/BTC,success
Dec 15 2019 05:56:50 AM,bitforex,digifinex,UND/BTC,success
Dec 15 2019 06:39:30 AM,bitforex,digifinex,UND/BTC,success
Dec 15 2019 06:50:03 AM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 15 2019 07:08:42 AM,bitforex,digifinex,UND/BTC,success
Dec 15 2019 07:10:03 AM,coinegg,livecoin,AOA/BTC,success
Dec 15 2019 07:42:12 AM,bittrex,digifinex,EDR/BTC,success
Dec 15 2019 08:03:06 AM,bitforex,digifinex,UND/BTC,success
Dec 15 2019 09:44:00 AM,bitforex,digifinex,KBC/BTC,fail
Dec 15 2019 09:58:20 AM,bibox,hitbtc2,ORMEUS/BTC,success
Dec 15 2019 10:14:43 AM,coinegg,kucoin,AOA/BTC,success
Dec 15 2019 11:13:50 AM,coinex,crex24,BTT/BTC,success
Dec 15 2019 11:30:48 AM,crex24,huobipro,XZC/BTC,success
Dec 15 2019 02:12:23 PM,poloniex,crex24,BCN/BTC,success
Dec 15 2019 02:12:32 PM,digifinex,bitforex,UND/BTC,success
Dec 15 2019 02:34:35 PM,bitforex,digifinex,MESG/BTC,success
Dec 15 2019 02:34:59 PM,bitmax,huobipro,COVA/BTC,success
