Datetime,Buyexchange,Sellexchange,Currency,Result
Dec 19 2019 08:25:01 PM,bittrex,bibox,TTC/BTC,fail
Dec 19 2019 08:25:07 PM,tidex,bittrex,SRN/BTC,success
Dec 19 2019 08:28:43 PM,kucoin,bitmart,CV/BTC,success
Dec 19 2019 08:29:58 PM,digifinex,bitforex,UND/BTC,success
Dec 19 2019 08:35:20 PM,poloniex,crex24,DGB/BTC,success
Dec 19 2019 09:06:37 PM,btcalpha,tidex,REM/BTC,success
Dec 19 2019 09:12:05 PM,poloniex,crex24,DGB/BTC,fail
Dec 19 2019 09:18:10 PM,poloniex,crex24,DGB/BTC,success
Dec 19 2019 09:19:24 PM,bitmart,crex24,BTT/BTC,fail
Dec 19 2019 09:20:46 PM,huobipro,crex24,BTT/BTC,success
Dec 19 2019 09:28:15 PM,digifinex,bitforex,UND/BTC,success
Dec 19 2019 09:28:59 PM,coinex,crex24,BTT/BTC,fail
Dec 19 2019 09:29:30 PM,kucoin,bitmart,CV/BTC,fail
Dec 19 2019 09:30:02 PM,coinex,crex24,DGB/BTC,success
Dec 19 2019 09:40:58 PM,digifinex,bitforex,UND/BTC,success
Dec 19 2019 09:48:29 PM,okex3,bitbay,PAY/BTC,success
Dec 19 2019 10:35:34 PM,huobipro,hitbtc2,ZEN/BTC,success
Dec 19 2019 10:46:16 PM,digifinex,bitforex,UND/BTC,success
Dec 19 2019 11:24:05 PM,digifinex,bitforex,ELAC/BTC,success
Dec 19 2019 11:54:44 PM,kucoin,crex24,DGB/BTC,success
Dec 20 2019 12:02:49 AM,okex3,digifinex,CMT/BTC,success
Dec 20 2019 12:04:31 AM,coinex,crex24,DGB/BTC,success
Dec 20 2019 12:13:59 AM,digifinex,bitforex,UND/BTC,success
Dec 20 2019 12:14:21 AM,huobipro,digifinex,CMT/BTC,null
Dec 20 2019 12:24:05 AM,digifinex,bitforex,UND/BTC,success
Dec 20 2019 12:36:24 AM,digifinex,bitforex,UND/BTC,success
Dec 20 2019 12:39:48 AM,bitforex,bitz,KBC/BTC,fail
Dec 20 2019 12:52:01 AM,huobipro,coss,DAT/BTC,fail
Dec 20 2019 12:59:34 AM,crex24,btcalpha,NPC/BTC,success
Dec 20 2019 01:01:45 AM,huobipro,coss,DAT/BTC,success
Dec 20 2019 01:23:01 AM,digifinex,bitforex,UND/BTC,fail
Dec 20 2019 01:31:38 AM,poloniex,crex24,BCN/BTC,success
Dec 20 2019 01:34:53 AM,crex24,hitbtc2,BTX/BTC,success
Dec 20 2019 02:15:28 AM,bittrex,digifinex,SPND/BTC,fail
Dec 20 2019 02:44:27 AM,digifinex,bitforex,UND/BTC,success
Dec 20 2019 02:56:52 AM,digifinex,bitforex,UND/BTC,success
Dec 20 2019 03:08:48 AM,hitbtc2,coinex,ARDR/BTC,success
Dec 20 2019 03:32:01 AM,livecoin,poloniex,NXT/BTC,fail
Dec 20 2019 03:42:20 AM,hitbtc2,coinex,ARDR/BTC,success
Dec 20 2019 04:29:07 AM,bitforex,digifinex,UND/BTC,null
Dec 20 2019 05:24:27 AM,hitbtc2,okex3,ARDR/BTC,fail
Dec 20 2019 05:32:25 AM,hitbtc2,huobipro,ARDR/BTC,success
Dec 20 2019 06:23:56 AM,okex3,kucoin,WXT/BTC,fail
Dec 20 2019 06:28:40 AM,crex24,bittrex,ION/BTC,null
Dec 20 2019 06:42:07 AM,poloniex,crex24,BCN/BTC,success
Dec 20 2019 06:48:21 AM,huobipro,btcalpha,ZEC/BTC,success
Dec 20 2019 07:12:03 AM,btcalpha,hitbtc2,ETH/BTC,fail
Dec 20 2019 08:39:30 AM,btcalpha,tidex,REM/BTC,success
Dec 20 2019 10:42:25 AM,kucoin,livecoin,AOA/BTC,fail
Dec 20 2019 01:18:33 PM,bitforex,coinex,DASH/BTC,null
Dec 20 2019 03:05:29 PM,huobipro,kucoin,DCR/BTC,fail
Dec 20 2019 08:20:55 PM,poloniex,crex24,BCN/BTC,success
Dec 20 2019 08:21:06 PM,poloniex,coinegg,XPM/BTC,null
Dec 20 2019 08:21:17 PM,crex24,hitbtc2,BTX/BTC,success
Dec 20 2019 08:22:57 PM,kucoin,livecoin,AOA/BTC,fail
Dec 20 2019 08:49:26 PM,bitmart,crex24,WAVES/BTC,fail
Dec 20 2019 08:50:33 PM,kucoin,bitmax,MHC/BTC,success
Dec 20 2019 09:25:27 PM,poloniex,bitmart,DGB/BTC,success
Dec 20 2019 09:26:52 PM,livecoin,huobipro,MANA/BTC,fail
Dec 20 2019 09:34:40 PM,kucoin,bitmax,MHC/BTC,success
Dec 20 2019 10:00:36 PM,coinex,bitmart,WAVES/BTC,fail
Dec 20 2019 10:22:03 PM,bitmax,bitforex,MATIC/BTC,success
Dec 20 2019 10:34:26 PM,btcalpha,coinegg,ETH/BTC,success
Dec 20 2019 10:34:34 PM,bitmax,bitforex,MATIC/BTC,fail
Dec 20 2019 11:50:26 PM,okex3,digifinex,MDT/BTC,fail
Dec 21 2019 12:08:59 AM,crex24,okex3,XRP/BTC,success
Dec 21 2019 12:15:14 AM,digifinex,bibox,KBC/BTC,fail
Dec 21 2019 12:17:07 AM,digifinex,bibox,KBC/BTC,fail
Dec 21 2019 12:20:05 AM,digifinex,bibox,KBC/BTC,success
Dec 21 2019 12:20:27 AM,poloniex,crex24,BCN/BTC,success
Dec 21 2019 12:22:06 AM,digifinex,bittrex,FLETA/BTC,success
Dec 21 2019 01:16:26 AM,digifinex,bibox,KBC/BTC,fail
Dec 21 2019 01:25:32 AM,digifinex,bibox,KBC/BTC,fail
Dec 21 2019 01:26:26 AM,digifinex,bibox,KBC/BTC,success
Dec 21 2019 01:36:12 AM,kucoin,crex24,ONION/BTC,fail
Dec 21 2019 01:39:13 AM,kucoin,crex24,ONION/BTC,fail
Dec 21 2019 03:20:26 AM,poloniex,bittrex,MAID/BTC,null
Dec 21 2019 03:54:20 AM,poloniex,bittrex,FCT/BTC,fail
Dec 21 2019 03:55:46 AM,poloniex,bittrex,FCT/BTC,null
Dec 21 2019 04:15:50 AM,kucoin,okex3,SPND/BTC,null
